Bölge Adı;Şehir;İlçe;Mağaza_2;Mağaza;Ürün Ana Grubu;Ürün Kategori;Ürün Marka;Ürün Adı;Kampanya;Satış Tipi;Tarih;Tarihnum;Yıl;Ay;Yıl_Ay;AyNum;Gun;Hafta;Haftanıngunu;Ciro;Kâr;Kâr %;Sepet Ortalaması;Kampanya Sayısı;Kampanya Tutarı;İade Tutar;Yeni Müşteri %;Yeni Müşteri Sayı;İndirim Oranı;Miktar;Maliyet;Hedef;MemberID;Magaza_ID
Akdeniz 2. Bölge;Osmaniye;Osmaniye Merkez;Mağaza 254;Osmaniye 1;Spor;Kondisyon Aletleri;Marka 371; BK-10 BİSİKLET;Bitiriyoruz!!!;Mobil Uygulama;2026-06-28;46201;2026;6;2026-06;6;28;26;6;64.35;42.88;1.9974;64.35;0;0.0;0.0;1;1;;0;21.47;100.36;643439;M260
Marmara 1. Bölge;Tekirdağ;Tekirdağ Merkez;Mağaza 274;Tekirdağ 3;Beyaz Eşya;Çamaşir Makinesi;Marka 139; WDYN 854DG 1400 DEVİR (8KG YIKAMA+5KG KURUTMA) ÇMŞR MAKİNESİ;İndirim Havuzu;Mobil Uygulama;2026-06-28;46201;2026;6;2026-06;6;28;26;6;63.89;39.98;1.6718;63.89;1;552.0;0.0;0;0;0.7903;8;23.91;74.88;628753;M280
Marmara 1. Bölge;İstanbul;Başakşehir;Mağaza 171;İstanbul Avrupa 25;Ses Ve Görüntü;Kablolar;Marka 135;" 104827 USB ARAÇ ŞARJ CİHAZI ""PİCCOLİNO""";;Mağaza;2026-06-28;46201;2026;6;2026-06;6;28;26;6;18.51;9.53;1.0605;18.51;0;0.0;0.0;0;0;;0;8.98;33.13;768144;M147
Karadeniz 1. Bölge;Bartın;Bartın Merkez;Mağaza 69;Bartın;Bilgisayar;Tablet Pc;Marka 287; SM-T312 GALAXY TAB 3 8.0 3G WHITE TABLET;Bitiriyoruz!!!;Mobil Uygulama;2026-06-28;46201;2026;6;2026-06;6;28;26;6;19.17;9.69;1.0222;19.17;1;62.1;0.0;0;0;0.7;3;9.48;25.38;759697;M70
Güneydoğu Anadolu;Şanlıurfa;Şanlıurfa Merkez;Mağaza 271;Şanliurfa 3;Oyun & Hobi;Nintendo;Marka 229; WII HW BLACK WII FIT PLUS PAK KONSOL;;Mağaza;2026-06-28;46201;2026;6;2026-06;6;28;26;6;138.19;0.0;;;0;0.0;138.19;0;0;;0;138.19;0.0;685544;M277
Marmara 1. Bölge;İstanbul;Başakşehir;Mağaza 170;İstanbul Avrupa 24;Ses Ve Görüntü;Kulaklik & Mikrofon;Marka 249; O'NEIL SHO2200BK/10 2000 RENKLİ SERİSİ KULAKİÇİ KULAKLIK;İndirim Havuzu;Mobil Uygulama;2026-06-28;46201;2026;6;2026-06;6;28;26;6;138.89;65.44;0.8909;138.89;1;448.5;0.0;0;0;0.5;3;73.45;246.4;646460;M146
İç Anadolu 1. Bölge;Ankara;Çankaya;Mağaza 26;Ankara 6;Telekom;Cep Bilgisayari (Pda);Marka 177; G PRO LITE BEYAZ AKILLI TELEFON;İndirim Havuzu;Mobil Uygulama;2026-06-28;46201;2026;6;2026-06;6;28;26;6;18.43;6.48;0.5424;18.43;1;199.0;0.0;1;1;0.7789;10;11.95;13.65;751648;M26
İç Anadolu 1. Bölge;Ankara;Çankaya;Mağaza 27;Ankara 7;Bilgisayar;Mouse;Marka 1; G9500F 2.4 GHZ V-TRACK SİYAH MOUSE;Bitiriyoruz!!!;Mobil Uygulama;2026-06-28;46201;2026;6;2026-06;6;28;26;6;16.67;8.75;1.1064;16.67;1;36.0;0.0;0;0;0.6949;2;7.91;24.2;739889;M28
Marmara 1. Bölge;İstanbul;Sancaktepe;Mağaza 192;İstanbul Anadolu 13;Beyaz Eşya;Çamaşir Makinesi;Marka 139; WDYN 854DG 1400 DEVİR (8KG YIKAMA+5KG KURUTMA) ÇMŞR MAKİNESİ;İndirim Havuzu;Mobil Uygulama;2026-06-28;46201;2026;6;2026-06;6;28;26;6;63.89;39.98;1.6718;63.89;1;552.0;0.0;0;0;0.7903;8;23.91;;628753;M168
Akdeniz 2. Bölge;Mersin;Mersin Yenişehir;Mağaza 236;Mersin 1;Bilgisayar;Notebook;Marka 58; CN.TKP-2020A NOTEBOOK;İndirim Havuzu;Mobil Uygulama;2026-06-28;46201;2026;6;2026-06;6;28;26;6;91.67;0.0;;;1;0.0;91.67;1;1;0.5;0;91.67;0.0;722038;M242
Güneydoğu Anadolu;Kilis;Kilis Merkez;Mağaza 213;Kilis;Oyun & Hobi;Playstation 3;Marka 22; WWE 2K14 PS3 OYUN;Zamanın Gerisinde Kalma!;Mobil Uygulama;2026-06-28;46201;2026;6;2026-06;6;28;26;6;184.26;108.53;1.4331;184.26;1;3582.0;0.0;1;1;0.7509;18;75.73;239.25;611479;M223
Güneydoğu Anadolu;Kilis;Kilis Merkez;Mağaza 213;Kilis;Ses Ve Görüntü;Kablolar;Marka 103; EQ-MINIHDGOLD15 ALTIN UÇLU MINI 1,5M HDMI KABLO;;Mağaza;2026-06-28;46201;2026;6;2026-06;6;28;26;6;18.51;11.76;1.7437;18.51;0;0.0;0.0;0;0;;0;6.75;22.45;775646;M223
Marmara 1. Bölge;İstanbul;Sarıyer;Mağaza 173;İstanbul Avrupa 27;Bilgisayar;Toner Ve Kartuş;Marka 142; CF212A 131A SARI TONER;Tam Size Göre!;Mobil Uygulama;2026-06-28;46201;2026;6;2026-06;6;28;26;6;36.94;17.57;0.9066;36.94;1;79.8;0.0;0;0;0.697;2;19.38;35.76;606679;M149
Marmara 1. Bölge;İstanbul;Sarıyer;Mağaza 173;İstanbul Avrupa 27;Bilgisayar;Toner Ve Kartuş;Marka 53; CLI-551BK SİYAH KARTUŞ;Tam Size Göre!;Mobil Uygulama;2026-06-28;46201;2026;6;2026-06;6;28;26;6;32.31;10.37;0.4727;32.31;1;69.8;0.0;0;0;0.697;2;21.94;42.17;606679;M149
Güneydoğu Anadolu;Kilis;Kilis Merkez;Mağaza 213;Kilis;Beyaz Eşya;Bulaşik Makinesi;Marka 7; F65042W0P 5 PROGRAMLI BULAŞIK MAKİNESİ;;Mağaza;2026-06-28;46201;2026;6;2026-06;6;28;26;6;27.69;9.43;0.5168;27.69;0;0.0;0.0;0;0;;0;18.25;19.06;775646;M223
İç Anadolu 1. Bölge;Ankara;Çankaya;Mağaza 26;Ankara 6;Bilgisayar;Mouse;Marka 146; IM-101RMP PEMBE MİNİ MAKARALI USB MOUSE ;İndirim Havuzu;Mobil Uygulama;2026-06-28;46201;2026;6;2026-06;6;28;26;6;36.11;13.27;0.5811;36.11;1;312.0;0.0;1;1;0.7903;8;22.84;33.1;751648;M26
Marmara 1. Bölge;İstanbul;Sancaktepe;Mağaza 192;İstanbul Anadolu 13;Bilgisayar;Klavye Ve Setleri;Marka 200; MFC-00018 3000 KABLOSUZ KLAVYE + BLUETRACK MOUSE;Zamanın Gerisinde Kalma!;Mobil Uygulama;2026-06-28;46201;2026;6;2026-06;6;28;26;6;64.72;-52.12;-0.4461;64.72;1;978.6;0.0;0;0;0.4971;14;116.84;61.58;688616;M168
Marmara 1. Bölge;İstanbul;Sancaktepe;Mağaza 192;İstanbul Anadolu 13;Beyaz Eşya;Çamaşir Makinesi;Marka 147; IWE 71082 S C ECO(EU) A++ 7 KG GRİ ÇMŞR MAKİNESİ;İndirim Havuzu;Mobil Uygulama;2026-06-28;46201;2026;6;2026-06;6;28;26;6;63.89;38.08;1.4755;63.89;1;759.0;0.0;0;0;0.7903;11;25.81;;628753;M168
Marmara 1. Bölge;İstanbul;Sancaktepe;Mağaza 192;İstanbul Anadolu 13;Bilgisayar;Klavye Ve Setleri;Marka 128; KW-945 MİNİ TOPLU MOUSE & KABLOSUZ KLAVYE;Zamanın Gerisinde Kalma!;Mobil Uygulama;2026-06-28;46201;2026;6;2026-06;6;28;26;6;36.94;-14.86;-0.2868;36.94;1;39.9;0.0;0;0;0.7491;1;51.8;39.33;688616;M168
Karadeniz 3. Bölge;Gümüşhane;Gümüşhane Merkez;Mağaza 107;Gümüşhane;Oyun & Hobi;Psp;Marka 22; GTA VICE CITY STORIES PSP;İndirim Havuzu;Mobil Uygulama;2026-06-28;46201;2026;6;2026-06;6;28;26;6;32.31;22.37;2.2504;32.31;1;663.1;0.0;0;0;0.7092;19;9.94;52.75;609880;M111
Marmara 1. Bölge;İstanbul;Ataşehir;Mağaza 200;İstanbul Anadolu 17;Ses Ve Görüntü;Kulaklik & Mikrofon;Marka 37; PRO BEYAZ KULAKLIK;Kaliteli ve Ekonomik Fırsat;Mobil Uygulama;2026-06-28;46201;2026;6;2026-06;6;28;26;6;74.06;29.08;0.6464;74.06;1;239.97;0.0;1;1;0.5998;3;44.99;45.27;665588;M176
Marmara 1. Bölge;İstanbul;Sancaktepe;Mağaza 192;İstanbul Anadolu 13;Telekom;Cep Bilgisayari (Pda);Marka 287; I9100 GALAXY S II NOBLE BLACK AKILLI TELEFON;Zamanın Gerisinde Kalma!;Mobil Uygulama;2026-06-28;46201;2026;6;2026-06;6;28;26;6;36.94;-16.16;-0.3043;36.94;1;837.9;0.0;0;0;0.7491;21;53.1;65.75;688616;M168
Marmara 1. Bölge;İstanbul;Sarıyer;Mağaza 173;İstanbul Avrupa 27;Bilgisayar;Toner Ve Kartuş;Marka 98; T6643 KIRMIZI KARTUS;Tam Size Göre!;Mobil Uygulama;2026-06-28;46201;2026;6;2026-06;6;28;26;6;36.94;14.68;0.6595;36.94;1;79.8;0.0;0;0;0.697;2;22.26;40.06;606679;M149
Marmara 1. Bölge;İstanbul;Kadıköy;Mağaza 195;İstanbul Anadolu 14;Bilgisayar;Tablet Pc Aksesuari;Marka 39; F8N669CWC01 iPad KILIFI;;Mağaza;2026-06-29;46202;2026;6;2026-06;6;29;27;0;46.29;15.01;0.4801;46.29;0;0.0;0.0;1;1;;0;31.27;72.49;695355;M171
İç Anadolu 1. Bölge;Sivas;Sivas Merkez;Mağaza 268;Sivas 2;Fotoğraf & Video Kamera;Çanta Ve Tripod;Marka 247; MODERN CLASSIC MC-002 FOTOĞRAF MAKİNESİ ÇANTASI;Mutluluğu Teğet Geçme!;Mobil Uygulama;2026-06-29;46202;2026;6;2026-06;6;29;27;0;27.69;10.58;0.6182;27.69;1;538.2;0.0;0;0;0.7007;18;17.11;47.97;656617;M274
Akdeniz 2. Bölge;Kahramanmaraş;Kahramanmaraş Merkez;Mağaza 203;Kahramanmaraş 2;Oyun & Hobi;Playstation 3;Marka 22; MEDAL OF HONOR WARFIGHTER LIMITED EDITION PC OYUN;İndirim Havuzu;Mobil Uygulama;2026-06-29;46202;2026;6;2026-06;6;29;27;0;8.39;3.72;0.7948;8.39;1;198.0;0.0;1;1;0.2379;20;4.67;8.48;655643;M209
Marmara 1. Bölge;İstanbul;Bakırköy;Mağaza 151;İstanbul Avrupa 7;Ses Ve Görüntü;Tv Askisi;Marka 238; FOR ALL SV 3430 PLAZMA/LCD ASKI APARATI;Zamanın Gerisinde Kalma!;Mobil Uygulama;2026-06-29;46202;2026;6;2026-06;6;29;27;0;45.83;0.0;;;1;0.0;45.83;0;0;0.7235;0;45.83;0.0;681918;M127
Ege 2. Bölge;Kütahya;Kütahya Merkez;Mağaza 224;Kütahya 2;Spor;Egzersiz Aleti;Marka 371; YOGA MİNDERİ;Mutluluğu Teğet Geçme!;Mobil Uygulama;2026-06-29;46202;2026;6;2026-06;6;29;27;0;40.83;24.77;1.5425;40.83;1;441.0;0.0;1;1;0.704;10;16.06;71.12;732848;M230
Marmara 1. Bölge;Edirne;Keşan;Mağaza 89;Edirne 1;Ses Ve Görüntü;Çanak Anten;Marka 225; 4X1 DISEQC SWITCH LNB;Modayı Takip Edenlere;Mobil Uygulama;2026-06-29;46202;2026;6;2026-06;6;29;27;0;41.53;25.68;1.6211;41.53;1;196.0;0.0;1;1;0.8339;4;15.84;40.92;671031;M93
Marmara 1. Bölge;Edirne;Edirne Merkez;Mağaza 90;Edirne 2;Beyaz Eşya;Elektrikli Süpürge;Marka 249; FC 8766/01 POWER PRO ELEKTRİKLİ SÜPÜRGE;Mutluluğu Teğet Geçme!;Mobil Uygulama;2026-06-29;46202;2026;6;2026-06;6;29;27;0;73.15;24.57;0.5058;73.15;1;158.0;0.0;1;1;0.5635;2;48.58;45.06;725410;M94
Ege 1. Bölge;İzmir;Balçova;Mağaza 116;Izmir 1;Fotoğraf & Video Kamera;Dijital Çerçeve Ve Fotoğraf Çerçevesi;Marka 173; ACTIVE 7MS BEYAZ DİJİTAL FOTOĞRAF ÇERÇEVESİ;Kaliteli ve Ekonomik Fırsat;Mobil Uygulama;2026-06-29;46202;2026;6;2026-06;6;29;27;0;55.46;26.06;0.8863;55.46;1;119.8;0.0;1;1;0.6004;2;29.4;67.6;625179;M179
İç Anadolu 1. Bölge;Eskişehir;Tepebaşı;Mağaza 99;Eskişehir 4;Bilgisayar;Notebook & Netbook Çantasi;Marka 351;" 16580 10"" SIYAH NETBOOK CANTASI";İndirim Havuzu;Mobil Uygulama;2026-06-29;46202;2026;6;2026-06;6;29;27;0;15.73;9.29;1.4434;15.73;1;33.98;0.0;0;0;0.7168;2;6.44;15.63;593952;M103
İç Anadolu 1. Bölge;Eskişehir;Tepebaşı;Mağaza 99;Eskişehir 4;Fotoğraf & Video Kamera;Hafiza Karti;Marka 175; 16GB FULL-HD VIDEO CLASS 10 SDHC HAFIZA KARTI;İndirim Havuzu;Mobil Uygulama;2026-06-29;46202;2026;6;2026-06;6;29;27;0;18.51;8.78;0.9033;18.51;1;19.99;0.0;0;0;0.6001;1;9.72;13.62;593952;M103
İç Anadolu 1. Bölge;Eskişehir;Tepebaşı;Mağaza 99;Eskişehir 4;Fotoğraf & Video Kamera;Hafiza Karti;Marka 349; 32GB CLASS4 SDHC HAFIZA KARTI;İndirim Havuzu;Mobil Uygulama;2026-06-29;46202;2026;6;2026-06;6;29;27;0;18.51;10.56;1.3271;18.51;1;19.99;0.0;0;0;0.6001;1;7.95;25.32;593952;M103
İç Anadolu 1. Bölge;Eskişehir;Tepebaşı;Mağaza 97;Eskişehir 2;Oyun & Hobi;Figür;Marka 22; SKYLANDERS SWAP MACERA PAKETİ BUMBLE BLAST TERRAFI ÜÇLÜ FİGÜR KONSOL AKSESUAR;İddialıyız!;Mobil Uygulama;2026-06-29;46202;2026;6;2026-06;6;29;27;0;23.06;10.24;0.7989;23.06;1;124.5;0.0;1;1;0.6884;5;12.82;22.67;632464;M101
Marmara 1. Bölge;İstanbul;Pendik;Mağaza 190;İstanbul Anadolu 11;Bilgisayar;Tablet Pc Aksesuari;Marka 55;" LOGIC MLA110GY 10.1"" GRİ TABLET PC ÇANTASI";;Mağaza;2026-06-29;46202;2026;6;2026-06;6;29;27;0;44.17;18.29;0.707;44.17;0;0.0;0.0;0;0;;0;25.87;54.51;642114;M166
Akdeniz 2. Bölge;Adana;Ceyhan;Mağaza 2;Adana 2;Ses Ve Görüntü;Led Tv;Marka 177; 32LW5500 FHD 3D LED LCD TV +7 Gözlük;İndirim Havuzu;Mobil Uygulama;2026-06-29;46202;2026;6;2026-06;6;29;27;0;18.51;6.81;0.5816;18.51;1;39.98;0.0;0;0;0.6663;2;11.7;21.59;783773;M2
İç Anadolu 1. Bölge;Ankara;Çankaya;Mağaza 40;Ankara 20;Bilgisayar;Notebook & Netbook Çantasi;Marka 287; EPL-3PHPBEG P7500 HDMI ADAPTÖR      ;İndirim Havuzu;Mobil Uygulama;2026-06-29;46202;2026;6;2026-06;6;29;27;0;100.93;45.67;0.8266;100.93;1;763.0;0.0;0;0;0.5;7;55.25;97.12;636203;M41
İç Anadolu 1. Bölge;Ankara;Çankaya;Mağaza 28;Ankara 8;Bilgisayar;Modem;Marka 179; WAG320N WIRELESS-N MODEM;İndirim Havuzu;Mobil Uygulama;2026-06-29;46202;2026;6;2026-06;6;29;27;0;18.51;9.98;1.1698;18.51;1;39.98;0.0;0;0;0.7144;2;8.53;27.7;711186;M29
Marmara 1. Bölge;İstanbul;Silivri;Mağaza 194;İstanbul Avrupa 38;Beyaz Eşya;Bulaşik Makinesi;Marka 141;  LFF 8B5 EU/HA BULAŞIK MAKİNESİ;İndirim Havuzu;Mobil Uygulama;2026-06-29;46202;2026;6;2026-06;6;29;27;0;105.56;52.23;0.9794;105.56;1;912.0;0.0;1;1;0.5;8;53.33;118.62;650535;M170
Akdeniz 2. Bölge;Kahramanmaraş;Kahramanmaraş Merkez;Mağaza 203;Kahramanmaraş 2;Oyun & Hobi;Playstation 3;Marka 22; RESIDENT EVIL 6 PS3 OYUN;İndirim Havuzu;Mobil Uygulama;2026-06-29;46202;2026;6;2026-06;6;29;27;0;25.42;17.75;2.3146;25.42;1;299.9;0.0;1;1;0.4001;10;7.67;36.77;655643;M209
Marmara 1. Bölge;Tekirdağ;Çerkezköy;Mağaza 272;Tekirdağ 1;Bilgisayar;Desktop Pc;Marka 58; CD.TKI-4130A DESKTOP;Zamanın Gerisinde Kalma!;Mobil Uygulama;2026-06-29;46202;2026;6;2026-06;6;29;27;0;62.04;0.0;;;1;0.0;62.04;1;1;0.5282;0;62.04;0.0;662048;M278
Akdeniz 2. Bölge;Kahramanmaraş;Kahramanmaraş Merkez;Mağaza 203;Kahramanmaraş 2;Kişisel Bakim;Bebek Bakimi;Marka 26; AR857 BEBBE ODA VE BANYO TERMOMETRESİ;İndirim Havuzu;Mobil Uygulama;2026-06-29;46202;2026;6;2026-06;6;29;27;0;69.35;-39.47;-0.3627;69.35;1;74.9;0.0;0;0;0.8681;1;108.82;78.14;638618;M209
Akdeniz 2. Bölge;Kahramanmaraş;Kahramanmaraş Merkez;Mağaza 203;Kahramanmaraş 2;Kişisel Bakim;Baskül;Marka 136; 3902 GRAMATIC BASKÜL;İndirim Havuzu;Mobil Uygulama;2026-06-29;46202;2026;6;2026-06;6;29;27;0;119.35;-42.12;-0.2608;119.35;1;128.9;0.0;0;0;0.8356;1;161.47;130.38;638618;M209
Akdeniz 2. Bölge;Kahramanmaraş;Kahramanmaraş Merkez;Mağaza 203;Kahramanmaraş 2;Fotoğraf & Video Kamera;Hafiza Karti;Marka 260; AIR DRIVE WI-FI HAFIZA KARTI OKUYUCUSU;İndirim Havuzu;Mobil Uygulama;2026-06-29;46202;2026;6;2026-06;6;29;27;0;15.25;4.61;0.433;15.25;1;899.5;0.0;1;1;0.4001;50;10.64;23.59;655643;M209
Marmara 1. Bölge;İstanbul;Pendik;Mağaza 190;İstanbul Anadolu 11;Bilgisayar;Tablet Pc Aksesuari;Marka 377;" PD2.3CP01 LACİVERT/BEYAZ ""COLDPLAY"" IPAD2 3D PROTECTİON SKİN";;Mağaza;2026-06-29;46202;2026;6;2026-06;6;29;27;0;73.61;47.11;1.7778;73.61;0;0.0;0.0;0;0;;0;26.5;68.38;642114;M166
Marmara 1. Bölge;İstanbul;Bağcılar;Mağaza 165;İstanbul Avrupa 20;Bilgisayar;Mouse;Marka 184; 910-001266 M555B HYPERFAST LAZER BLUETOOTH MOUSE;Kaliteli ve Ekonomik Fırsat;Mobil Uygulama;2026-06-29;46202;2026;6;2026-06;6;29;27;0;45.37;0.0;;;1;0.0;45.37;1;1;0.5051;0;45.37;0.0;606547;M141
Marmara 1. Bölge;İstanbul;Fatih;Mağaza 163;İstanbul Avrupa 18;Bilgisayar;Notebook;Marka 28; X54HR-SX071R NOTEBOOK;;Mağaza;2026-06-29;46202;2026;6;2026-06;6;29;27;0;120.36;75.91;1.708;120.36;0;0.0;0.0;1;1;;0;44.45;89.17;747833;M139
Marmara 2. Bölge;Bursa;Nilüfer;Mağaza 77;Bursa 2;Beyaz Eşya;Buzdolabi;Marka 177; GR-M762GSHW 570 LT BUZDOLABI;Mutluluğu Teğet Geçme!;Mobil Uygulama;2026-06-29;46202;2026;6;2026-06;6;29;27;0;55.37;27.71;1.0018;55.37;1;209.3;0.0;1;1;0.6674;7;27.66;76.35;701431;M80
Marmara 1. Bölge;Tekirdağ;Tekirdağ Merkez;Mağaza 274;Tekirdağ 3;Telekom;Cep Bilgisayari (Pda);Marka 42; CURVE 8520 GEMINI BLACK AKILLI TELEFON VF;;Mağaza;2026-06-30;46203;2026;6;2026-06;6;30;27;1;27.77;13.32;0.9214;27.77;0;0.0;0.0;0;0;;0;14.45;41.51;770253;M280
İç Anadolu 1. Bölge;Ankara;Çankaya;Mağaza 38;Ankara 18;Kişisel Bakim;Epilatör;Marka 49; SILK EPIL 5580 EPİLATÖR;Kaliteli ve Ekonomik Fırsat;Mobil Uygulama;2026-06-30;46203;2026;6;2026-06;6;30;27;1;18.52;5.81;0.4571;18.52;1;100.0;0.0;1;1;0.6429;5;12.71;27.14;751937;M39
Ege 1. Bölge;İzmir;Karşıyaka;Mağaza 127;Izmir 12;Telekom;Cep Telefonu;Marka 21; E66 GREY STEEL AKILLI TELEFON;Zamanın Gerisinde Kalma!;Mobil Uygulama;2026-06-30;46203;2026;6;2026-06;6;30;27;1;18.43;0.0;;;1;0.0;18.43;0;0;0.8664;0;18.43;0.0;619733;M191
Akdeniz 2. Bölge;Adana;Çukurova;Mağaza 1;Adana 1;Bilgisayar;Dvd;Marka 363; WRAP SPINDLE 16X 10'LU DVD-R;;Mağaza;2026-06-30;46203;2026;6;2026-06;6;30;27;1;18.51;9.27;1.0032;18.51;0;0.0;0.0;1;1;;0;9.24;28.12;621596;M1
Akdeniz 2. Bölge;Adana;Çukurova;Mağaza 1;Adana 1;Bilgisayar;Dvd;Marka 363; 16X DVD-R 4.7GB 25'Lİ SPINDLE;;Mağaza;2026-06-30;46203;2026;6;2026-06;6;30;27;1;18.51;6.91;0.5959;18.51;0;0.0;0.0;1;1;;0;11.6;17.39;621596;M1
Marmara 2. Bölge;Bursa;Osmangazi;Mağaza 79;Bursa 4;Oyun & Hobi;Oyuncaklar;Marka 216; LIFE LTI 21100 OYUN KONSOLU;Zamanın Gerisinde Kalma!;Mobil Uygulama;2026-06-30;46203;2026;6;2026-06;6;30;27;1;36.94;17.08;0.8598;36.94;1;159.6;0.0;0;0;0.5006;4;19.86;25.59;632267;M82
İç Anadolu 2. Bölge;Aksaray;Aksaray Merkez;Mağaza 17;Aksaray 2;Oyun & Hobi;Psp;Marka 22; KING KONG PSP OYUN;İndirim Havuzu;Mobil Uygulama;2026-06-30;46203;2026;6;2026-06;6;30;27;1;119.44;50.27;0.7268;119.44;1;129.0;0.0;1;1;0.7394;1;69.17;195.43;705629;M17
Ege 1. Bölge;İzmir;Konak;Mağaza 128;Izmir 13;Spor;Egzersiz Aleti;Marka 270; DERİ ATLAMA İPİ;Mutluluğu Teğet Geçme!;Mobil Uygulama;2026-06-30;46203;2026;6;2026-06;6;30;27;1;36.94;14.59;0.6525;36.94;1;438.9;0.0;1;1;0.7129;11;22.36;54.2;674027;M192
Marmara 1. Bölge;İstanbul;Bakırköy;Mağaza 151;İstanbul Avrupa 7;Fotoğraf & Video Kamera;Tripod;Marka 310; 350 MONOPOD;İddialıyız!;Mobil Uygulama;2026-06-30;46203;2026;6;2026-06;6;30;27;1;25.34;-25.57;-0.5023;25.34;1;448.5;0.0;0;0;0.394;15;50.91;39.28;681918;M127
İç Anadolu 1. Bölge;Eskişehir;Tepebaşı;Mağaza 97;Eskişehir 2;Beyaz Eşya;Buzdolabi;Marka 177; GN-M702GLHW 490LT GÜMÜŞ BUZDOLABI;Mutluluğu Teğet Geçme!;Mobil Uygulama;2026-06-30;46203;2026;6;2026-06;6;30;27;1;27.77;0.0;;;1;0.0;27.77;0;0;0.5001;0;27.77;0.0;618250;M101
İç Anadolu 1. Bölge;Ankara;Sincan;Mağaza 35;Ankara 15;Kişisel Bakim;Tansiyon Ölçer;Marka 199; BP 3AC1-1 TAM OTOMATİK ÜST KOL TANSİYON ÖLÇER;İndirim Havuzu;Mobil Uygulama;2026-06-30;46203;2026;6;2026-06;6;30;27;1;96.3;40.35;0.7213;96.3;1;832.0;0.0;0;0;0.6986;8;55.94;100.78;622255;M36
İç Anadolu 1. Bölge;Ankara;Sincan;Mağaza 35;Ankara 15;Bilgisayar;Yazicilar;Marka 176; X203N LASER MULTIFUNCTION YAZICI;İndirim Havuzu;Mobil Uygulama;2026-06-30;46203;2026;6;2026-06;6;30;27;1;104.63;33.58;0.4727;104.63;1;678.0;0.0;0;0;0.7011;6;71.05;141.52;622255;M36
Akdeniz 2. Bölge;Adana;Çukurova;Mağaza 1;Adana 1;Bilgisayar;Notebook;Marka 2; AS5733Z P612G25MIKK NOTEBOOK;;Mağaza;2026-06-30;46203;2026;6;2026-06;6;30;27;1;37.03;11.7;0.4619;37.03;0;0.0;0.0;1;1;;0;25.33;45.41;621596;M1
İç Anadolu 1. Bölge;Ankara;Sincan;Mağaza 35;Ankara 15;Bilgisayar;Yazicilar;Marka 142; OFFICEJET 4500 INKJET MULTIFUNCTION YAZICI;İndirim Havuzu;Mobil Uygulama;2026-06-30;46203;2026;6;2026-06;6;30;27;1;82.41;11.32;0.1593;82.41;1;356.0;0.0;0;0;0.7013;4;71.08;141.97;622255;M36
İç Anadolu 1. Bölge;Kırıkkale;Kırıkkale Merkez;Mağaza 214;Kirikkale;Ses Ve Görüntü;Kablolar;Marka 208; 126718 MV1SC-2M 2M. SCART KABLO;;Mağaza;2026-06-30;46203;2026;6;2026-06;6;30;27;1;37.02;22.75;1.5946;37.02;0;0.0;0.0;0;0;;0;14.27;27.72;630384;M219
İç Anadolu 1. Bölge;Kırıkkale;Kırıkkale Merkez;Mağaza 214;Kirikkale;Telekom;Cep Bilgisayari (Pda);Marka 287; I9190 GALAXY S4 MINI BLUE AKILLI TELEFON(1.2507.1147)+ONION -  S4 MINI MAVİ KILIF (1.4505.3365);;Mağaza;2026-06-30;46203;2026;6;2026-06;6;30;27;1;37.03;14.63;0.6529;37.03;0;0.0;0.0;0;0;;0;22.4;47.49;630384;M219
İç Anadolu 2. Bölge;Aksaray;Aksaray Merkez;Mağaza 17;Aksaray 2;Beyaz Eşya;Su Isitici;Marka 249; HD 4667 SU ISITICI;İndirim Havuzu;Mobil Uygulama;2026-06-30;46203;2026;6;2026-06;6;30;27;1;73.15;0.0;;;1;0.0;73.15;1;1;0.8015;0;73.15;0.0;652823;M17
Akdeniz 2. Bölge;Adana;Çukurova;Mağaza 1;Adana 1;Bilgisayar;Notebook Soğutucu;Marka 31; LSY-PC99 SİYAH NOTEBOOK STANDI + SOĞUTUCUSU;;Mağaza;2026-06-30;46203;2026;6;2026-06;6;30;27;1;24.06;10.57;0.7834;24.06;0;0.0;0.0;1;1;;0;13.49;29.25;621596;M1
Akdeniz 1. Bölge;Antalya;Serik;Mağaza 53;Antalya 9;Bilgisayar;Çoklu Okuyucu;Marka 351; 15005 HU-4445P 4 PORT USB2 MINI HUB;;Mağaza;2026-06-30;46203;2026;6;2026-06;6;30;27;1;37.03;12.24;0.4938;37.03;0;0.0;0.0;1;1;;0;24.79;65.97;605467;M54
İç Anadolu 1. Bölge;Ankara;Sincan;Mağaza 35;Ankara 15;Bilgisayar;Wireless Router;Marka 146; IUWA-150X WIRELESS ADAPTÖR;İndirim Havuzu;Mobil Uygulama;2026-06-30;46203;2026;6;2026-06;6;30;27;1;114.81;-6.17;-0.051;114.81;1;1240.0;0.0;0;0;0.5;10;120.99;116.05;622255;M36
İç Anadolu 1. Bölge;Ankara;Sincan;Mağaza 35;Ankara 15;Bilgisayar;Wireless Router;Marka 146; IUWA-150BX WIRELESS ADAPTÖR;İndirim Havuzu;Mobil Uygulama;2026-06-30;46203;2026;6;2026-06;6;30;27;1;114.81;51.65;0.8178;114.81;1;1240.0;0.0;0;0;0.5;10;63.16;134.08;622255;M36
